"","Nome","X","X.1","RT","Squadra.x","Kap.","X350K..8.","X350K..10.","X500K..8.","X500K..10.","M.V.","Pres.","Id","R","Squadra.y","Pg","Mv","Mf","Gf","Gs","Rp","Rc","R+","R-","Ass","Asf","Amm","Esp","Au"
"346","GABBIADINI",560,NA,"
                        
                                                  A
                        

                        ","Sampdoria",20,20.69,24.19,22.89,28.54,NA,NA,"407","A","Sampdoria","33","6.09","7.12","10","0","0","1","1","0","1","0","2","0","0"
"347","GABRIEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"385","P","Lecce","34","6.24","4.06","0","76","2","0","0","0","0","0","4","0","1"
"348","GAETANO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4364","C","Napoli","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"349","GAGLIANO",14,NA,"
                        
                                                  A
                        

                        ","Serie Minori",1,NA,NA,NA,NA,NA,NA,"4940","A","Cagliari","2","7.5","11.5","1","0","0","0","0","0","1","0","0","0","0"
"350","GAGLIARDINI",514,NA,"
                        
                                                  C
                        

                        ","Inter",16,17.62,18.38,15.56,18.64,NA,NA,"801","C","Inter","24","5.94","6.33","4","0","0","0","0","0","0","0","5","0","0"
"351","GAGLIOLO",314,NA,"
                        
                                                  D
                        

                        ","Parma",10,11.61,11.98,11.52,14.08,NA,NA,"73","D","Parma","32","6","6.27","3","0","0","0","0","0","2","1","7","0","0"
"352","GAICH",497,NA,"
                        
                                                  A
                        

                        ","Benevento",16,NA,24.91,NA,8.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","GALABINOV",449,NA,"
                        
                                                  A
                        

                        ","Spezia",14,16.19,17.46,16.8,18.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","GALLO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4502","D","Lecce","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"355","GASOLINA WESLEY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4528","D","Juventus","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"356","GASPARINI",18,NA,"
                        
                                                  P
                        

                        ","Udinese",1,NA,0.95,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","GASTALDELLO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","D","Brescia","8","5.5","5.43","0","0","0","0","0","0","0","0","1","0","0"
"358","GAZZOLA",100,NA,"
                        
                                                  D
                        

                        ","Serie Minori",4,NA,NA,NA,NA,NA,NA,"519","D","Parma","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"359","GEMELLO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4525","P","Torino","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"360","GERVINHO",594,NA,"
                        
                                                  A
                        

                        ","Parma",25,24.91,30.28,28.67,34,NA,NA,"474","A","Parma","31","5.95","6.63","7","0","0","1","0","1","4","0","3","0","0"
"361","GHEZZAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4228","C","Fiorentina","19","5.8","5.83","1","0","0","0","0","0","0","0","5","0","0"
"362","GHEZZI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4927","C","Brescia","5","0","0","0","0","0","0","0","0","0","0","0","0","0"
"363","GHIGLIONE",380,NA,"
                        
                                                  C
                        

                        ","Genoa",12,13.25,15.83,12.31,14.56,NA,NA,"244","D","Genoa","25","5.91","6.04","0","0","0","0","0","0","5","0","4","0","0"
"364","GHION",43,NA,"
                        
                                                  C
                        

                        ","Serie Minori",1,NA,NA,NA,NA,NA,NA,"4930","C","Sassuolo","3","5.75","5.75","0","0","0","0","0","0","0","0","0","0","0"
"365","GHOULAM",240,NA,"
                        
                                                  D
                        

                        ","Napoli",8,5.54,5.24,NA,0.53,NA,NA,"390","D","Napoli","9","5.94","5.94","0","0","0","0","0","0","0","1","2","0","0"
"366","GIGLIOTTI",105,NA,"
                        
                                                  D
                        

                        ","Serie Minori",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","GILLI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4488","D","Torino","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"368","GLIK",305,NA,"
                        
                                                  D
                        

                        ","Benevento",10,11.42,11.86,11.34,13.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","GODIN",484,NA,"
                        
                                                  D
                        

                        ","Cagliari",16,17.53,17.93,16.02,19.29,NA,NA,"2572","D","Inter","23","6.05","6.11","1","0","0","0","0","0","1","0","5","0","0"
"370","GOJAK",384,NA,"
                        
                                                  C
                        

                        ","Torino",12,NA,16.01,NA,5.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","GOLDANIGA",232,NA,"
                        
                                                  D
                        

                        ","Genoa",8,NA,4.96,NA,0.49,NA,NA,"418","D","Genoa","13","5.59","5.68","1","0","0","0","0","0","0","0","4","0","0"
"372","GOLEMIC",177,NA,"
                        
                                                  D
                        

                        ","Crotone",6,NA,3.38,NA,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","GOLLINI",542,NA,"
                        
                                                  P
                        

                        ","Atalanta",18,21.49,26.16,20.11,26.42,NA,NA,"610","P","Atalanta","33","6.15","4.83","0","42","0","0","0","0","0","0","3","0","0"
"374","GOMELT",73,NA,"
                        
                                                  C
                        

                        ","Estero",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","GOMEZ",619,NA,"
                        
                                                  A
                        

                        ","Estero",31,39.65,NA,NA,103.35,NA,NA,"26","C","Atalanta","36","6.71","7.62","7","0","0","0","0","0","12","1","2","0","0"
"376","GOMIS A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"540","P","SPAL","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"377","GONALONS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2193","C","Roma","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"378","GORI",17,NA,"
                        
                                                  P
                        

                        ","Benevento",1,NA,NA,NA,1.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","GORI G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4379","A","Fiorentina","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"380","GOSENS",625,NA,"
                        
                                                  C
                        

                        ","Atalanta",34,27.24,34.24,37.4,39.5,NA,NA,"2160","D","Atalanta","34","6.39","7.38","9","0","0","0","0","0","7","0","3","0","0"
"381","GRASSI",231,NA,"
                        
                                                  C
                        

                        ","Parma",8,NA,2.53,NA,NA,NA,NA,"27","C","Parma","16","5.93","6","1","0","0","0","0","0","1","0","6","0","0"
"382","GRAVILLON",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2184","D","Sassuolo","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"383","GUDJOHNSEN",155,NA,"
                        
                                                  A
                        

                        ","Estero",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","GUERRIERI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"317","P","Lazio","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"385","GUMUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4381","A","Genoa","3","6.25","6.25","0","0","0","0","0","0","0","0","0","0","0"
"386","GUNTER",358,NA,"
                        
                                                  D
                        

                        ","Verona",11,12.29,12.4,10.98,13.26,NA,NA,"2758","D","Verona","32","5.81","5.69","0","0","0","0","0","0","0","0","7","0","0"
"387","GUSTAFSON",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2057","C","Torino","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"388","GYASI",545,NA,"
                        
                                                  A
                        

                        ","Spezia",18,19.19,19.58,16.24,19.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","HAAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2161","C","Atalanta","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"390","HAKIMI",614,NA,"
                        
                                                  C
                        

                        ","Inter",30,29.18,40.6,36.57,46.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","HAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2146","A","Juventus","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"392","HANCKO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2754","D","Fiorentina","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"393","HANDANOVIC",552,NA,"
                        
                                                  P
                        

                        ","Inter",19,32.62,33.81,34.28,47,NA,NA,"250","P","Inter","35","6.16","5.3","0","32","1","0","0","0","0","0","2","0","0"
"394","HARASLIN",294,NA,"
                        
                                                  A
                        

                        ","Sassuolo",9,NA,2.81,NA,0.53,NA,NA,"4894","A","Sassuolo","11","6.06","6.44","1","0","0","0","0","0","1","0","1","0","0"
"395","HATEBOER",506,NA,"
                        
                                                  C
                        

                        ","Atalanta",16,18,19.14,18.46,22.89,NA,NA,"2130","D","Atalanta","32","5.88","5.85","0","0","0","0","0","0","4","0","10","0","0"
"396","HAUGE",270,NA,"
                        
                                                  A
                        

                        ","Milan",9,5.78,6.89,4.73,4.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","HAYE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4474","C","Lecce","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"398","HENDERSON L.",106,NA,"
                        
                                                  C
                        

                        ","Serie Minori",4,NA,NA,NA,NA,NA,NA,"4498","C","Verona","4","6","5.83","0","0","0","0","0","0","0","0","1","0","0"
"399","HENRIQUE",202,NA,"
                        
                                                  C
                        

                        ","Crotone",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","HERNANDEZ T.",607,NA,"
                        
                                                  D
                        

                        ","Milan",27,30.15,31.36,35.34,43.54,NA,NA,"4292","D","Milan","33","6.33","6.73","6","0","0","0","0","0","2","0","10","0","1"
"401","HERNANI",347,NA,"
                        
                                                  C
                        

                        ","Parma",11,12.55,13.26,11.93,14.37,NA,NA,"4423","C","Parma","32","5.98","5.95","0","0","0","0","0","0","2","2","10","0","0"
"402","HETEMAJ",302,NA,"
                        
                                                  C
                        

                        ","Benevento",9,NA,7.12,NA,3.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","HICKEY",161,NA,"
                        
                                                  D
                        

                        ","Bologna",6,3.83,3.67,6.39,4.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","HIGUAIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"408","A","Juventus","32","6.08","6.95","8","0","0","0","0","0","3","0","2","0","0"
"405","HILJEMARK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"433","C","Genoa","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"406","HOEDT",230,NA,"
                        
                                                  D
                        

                        ","Lazio",8,3.44,3.69,NA,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
